	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
663	Glycine betaine transport via proton symport, reversible	GLYBt2r	glyb[e] + h[e] <==> glyb[c] + h[c]	-1000	1000	0
664	glycerol-3-phosphate transport in via proton symport irreversible	GLYC3Pti	glyc3p[e] + h[e] --> glyc3p[c] + h[c]	0	1000	0
665	Glycerol dehydrogenase	GLYCDx	[c] : glyc + nad --> dha + h + nadh	0	1000	0
666	Glycerate Kinase	GLYCK2	[c] : atp + glyc_R --> 2pg + adp + h	0	1000	0
667	Glycine Cleavage System	GLYCL	[c] : gly + nad + thf --> co2 + mlthf + nadh + nh4	0	1000	0
668	Glycolate oxidase	GLYCTO1	[c] : glyclt + o2 --> glx + h2o2	0	1000	0
669	Glycolate oxidase	GLYCTO2	[c] : glyclt + q8 --> glx + q8h2	0	1000	0
670	Glycolate oxidase	GLYCTO3	[c] : glyclt + mqn8 --> glx + mql8	0	1000	0
671	Glycolate oxidase	GLYCTO4	[c] : 2dmmq8 + glyclt --> 2dmmql8 + glx	0	1000	0
672	Gly-Cys ABC transporter	GLYCYSabc	atp[c] + glycys[e] + h2o[c] --> adp[c] + glycys[c] + h[c] + pi[c]	0	1000	0
673	Glycerol Transport via Channel	GLYCt	glyc[c] <==> glyc[e]	-1000	1000	0
674	Hydrolysis of Glycyl-L-glutamine	GLYGLN1c	[c] : glygln + h2o <==> gln_L + gly	-1000	1000	0
675	Glycyl-L-glutamine transport via ABC system	GLYGLNabc	atp[c] + glygln[e] + h2o[c] --> adp[c] + glygln[c] + h[c] + pi[c]	0	1000	0
676	Hydrolysis of Glycyl-L-glutamate	GLYGLU1c	[c] : glyglu + h2o <==> glu_L + gly	-1000	1000	0
677	Glycyl-L-glutamate transport via ABC system	GLYGLUabc	atp[c] + glyglu[e] + h2o[c] --> adp[c] + glyglu[c] + h[c] + pi[c]	0	1000	0
678	Glycerol Kinase	GLYK	[c] : atp + glyc --> adp + glyc3p + h	0	1000	0
679	Hydrolysis of Glycylleucine	GLYLEUHYDROc	[c] : glyleu + h2o <==> gly + leu_L	-1000	1000	0
680	Transport of Glycylleucine by the Apical Pept1 Amino Acid Transporters	GLYLEUPEPT1tc	glyleu[e] + h[e] --> glyleu[c] + h[c]	0	1000	0
681	Hydrolysis of Glycyl-L-methionine	GLYMET1c	[c] : glymet + h2o <==> gly + met_L	-1000	1000	0
682	Glycyl-L-methionine transport via ABC system	GLYMETabc	atp[c] + glymet[e] + h2o[c] --> adp[c] + glymet[c] + h[c] + pi[c]	0	1000	0
683	Hydroxyacylglutathione Hydrolase	GLYOX	[c] : h2o + lgt_S --> gthrd + h + lac_D	0	1000	0
684	Hydrolysis of Glycylphenylalanine	GLYPHEHYc	[c] : glyphe + h2o <==> gly + phe_L	-1000	1000	0
685	Glycyl-L-phenylalanine transport via ABC system	GLYPHEabc	atp[c] + glyphe[e] + h2o[c] --> adp[c] + glyphe[c] + h[c] + pi[c]	0	1000	0
686	Hydrolysis of Prolylglycine	GLYPROPRO1c	[c] : glypro + h2o <==> gly + pro_L	-1000	1000	0
687	Glycyl-L-proline transport via ABC system	GLYPROabc	atp[c] + glypro[e] + h2o[c] --> adp[c] + glypro[c] + h[c] + pi[c]	0	1000	0
688	Hydrolysis of Glycyl-L-tyrosine	GLYTYR1c	[c] : glytyr + h2o <==> gly + tyr_L	-1000	1000	0
689	Glycyl-L-tyrosine transport via ABC system	GLYTYRabc	atp[c] + glytyr[e] + h2o[c] --> adp[c] + glytyr[c] + h[c] + pi[c]	0	1000	0
690	glycine reversible transport via sodium symport	GLYt4r	gly[e] + na1[e] <==> gly[c] + na1[c]	-1000	1000	0
691	GDP-D-Mannose Dehydratase	GMAND	[c] : gdpmann --> gdpddman + h2o	0	1000	0
692	GMP Synthase	GMPS2	[c] : atp + gln_L + h2o + xmp --> amp + glu_L + gmp + (2) h + ppi	0	1000	0
693	Glycerophosphodiester Phosphodiesterase (Glycerophosphocholine)	GPDDA1	[c] : g3pc + h2o --> chol + glyc3p + h	0	1000	0
694	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	GPDDA2	[c] : g3pe + h2o --> etha + glyc3p + h	0	1000	0
695	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	GPDDA4	[c] : g3pg + h2o --> glyc3p + glyc + h	0	1000	0
696	Geranyltranstransferase	GRTT	[c] : grdp + ipdp --> frdp + ppi	0	1000	0
697	Glutathionylspermidine amidase	GSPMDA	[c] : gtspmd + h2o --> gthrd + spmd	0	1000	0
698	GTP Cyclohydrolase I	GTPCI	[c] : gtp + h2o --> ahdt + for + h	0	1000	0
699	GTP cyclohydrolase II	GTPCII	[c] : gtp + (3) h2o --> 25dhpp + for + (2) h + ppi	0	1000	0
700	GTP diphosphokinase	GTPDPK	[c] : atp + gtp --> amp + gdptp + h	0	1000	0
701	Guanine Deaminase	GUAD	[c] : gua + h2o + h --> nh4 + xan	0	1000	0
702	Guanine Phosphoribosyltransferase	GUAPRT	[c] : gua + prpp --> gmp + ppi	0	1000	0
703	guanine transport in via proton symport	GUAt2	gua[e] + h[e] --> gua[c] + h[c]	0	1000	0
704	Carboxylic Acid Dissociation	H2CO3D	[c] : co2 + h2o <==> h + hco3	-1000	1000	0
705	H2O Transport via Diffusion	H2Ot	h2o[e] <==> h2o[c]	-1000	1000	0
706	h2s transport (diffusion)	H2St	h2s[e] <==> h2s[c]	-1000	1000	0
707	hydrogen transport	H2td	h2[c] <==> h2[e]	-1000	1000	0
708	Hydroxybenzoate octaprenyltransferase	HBZOPT	[c] : 4hbz + octdp --> 3ophb + ppi	0	1000	0
709	Hexadecanoyl(palmitoyl)-glycerol-3-phosphate O-acyltransferase	HDG3PACT	[c] : glyc3p + ihdcoa <==> 1hdecg3p + coa	-1000	1000	0
710	Heme transport via ABC system	HEMEti	atp[c] + h2o[c] + pheme[e] --> adp[c] + h[c] + pheme[c] + pi[c]	0	1000	0
711	all-trans-Heptaprenyltransferase	HETT	[c] : hepdp + ipdp --> octdp + ppi	0	1000	0
712	hydroxyethylthiazole kinase	HETZK	[c] : 4mhetz + atp --> 4mpetz + adp + h	0	1000	0
713	Hexokinase (D-Glucose:ATP)	HEX1	[c] : atp + glc_D --> adp + g6p + h	0	1000	0
714	Hexokinase (D-Glucosamine:ATP)	HEX10	[c] : atp + gam --> adp + gam6p + h	0	1000	0
715	Hexokinase (D-Mannose:ATP)	HEX4	[c] : atp + man --> adp + h + man6p	0	1000	0
716	Hexokinase (D-Fructose:ATP)	HEX7	[c] : atp + fru --> adp + f6p + h	0	1000	0
717	hexanesulfonate transport via ABC system	HEXSabc	atp[c] + h2o[c] + hexs[e] --> adp[c] + h[c] + hexs[c] + pi[c]	0	1000	0
718	trans-hexaprenyltranstransferase	HEXTT	[c] : hexdp + ipdp --> hepdp + ppi	0	1000	0
719	ATPD-glucose 6-phosphotransferase	HEXb	[c] : atp + glc_bD --> adp + g6p_B + h	0	1000	0
720	Mercury (Hg+2) ABC transporter	HG2abc	atp[c] + h2o[c] + hg2[c] --> adp[c] + h[c] + hg2[e] + pi[c]	0	1000	0
721	3-hydroxyisobutyrate dehydrogenase	HIBDkt	[c] : 3hmp + nad --> h + mmtsa + nadh	0	1000	0
722	Histidase	HISD	[c] : his_L --> nh4 + urcan	0	1000	0
723	histidinol-phosphatase	HISTP	[c] : h2o + hisp --> histd + pi	0	1000	0
724	L-histidine reversible transport via proton symport	HISt2r	h[e] + his_L[e] <==> h[c] + his_L[c]	-1000	1000	0
725	H+/K+ Gastric/Non-Gastric P-ATPase And ABC ATPase	HKt	atp[c] + h2o[c] + k[e] --> adp[c] + h[e] + k[c] + pi[c]	0	1000	0
726	Hydroxymethylbilane Synthase	HMBS	[c] : h2o + (4) ppbng --> hmbil + (4) nh4	0	1000	0
727	hydroxymethylpyrimidine kinase (ATP)	HMPK1	[c] : 4ahmmp + atp --> 4ampm + adp + h	0	1000	0
728	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	HPPK	[c] : 2ahhmp + atp --> 2ahhmd + amp + h	0	1000	0
729	hypoxanthine dehydrogenase	HXAND	[c] : h2o + hxan + nad --> h + nadh + xan	0	1000	0
730	Hypoxanthine Phosphoribosyltransferase (Hypoxanthine)	HXPRT	[c] : hxan + prpp --> imp + ppi	0	1000	0
731	hydrogen:ferredoxin oxidoreductase	HYD4	[c] : fdxrd --> fdxox + h2	0	1000	0
732	Hypoxanthine transport irreversible	HYXNti	hxan[e] --> hxan[c]	0	1000	0
733	anteisoheptadecanoyl-Diacylglycerol kinase	IAHDGK	[c] : 12daihdglyc + atp --> adp + h + paai17	0	1000	0
734	anteisopentadecanoyl-Diacylglycerol kinase	IAPDGK	[c] : 12daipdglyc + atp --> adp + h + paai15	0	1000	0
735	2-methylpropionyl-CoA[acyl-carrier-protein] transferase	IBCOATA	[c] : ACP + ibcoa <==> 2mpropACP + coa	-1000	1000	0
736	Isocitrate Dehydrogenase (NADP)	ICDHy	[c] : icit + nadp --> akg + co2 + nadph	0	1000	0
737	14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase	IHDCOATA	[c] : 14mpentdecACP + coa <==> ACP + ihdcoa	-1000	1000	0
738	isoheptadecanoyl-Diacylglycerol kinase	IHDGK	[c] : 12dihdglyc + atp --> adp + h + pai17	0	1000	0
739	isoheptadecanoyl-UDP-glucosyltransferase (diglucosyl)	IHDUDPG	[c] : m12dihglyc + udpg <==> diglcpgi17 + h + udp	-1000	1000	0
740	isoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)	IHDUDPMG	[c] : 12dihdglyc + udpg <==> h + m12dihglyc + udp	-1000	1000	0
741	15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase	IHPDCOATA	[c] : 15mpalmACP + coa <==> ACP + ihpdcoa	-1000	1000	0
742	isohexadecanoyl-Diacylglycerol kinase	IHXDGK	[c] : 12dixdglyc + atp --> adp + h + pai16	0	1000	0
743	L-isoleucine reversible transport via proton symport	ILEt2r	h[e] + ile_L[e] <==> h[c] + ile_L[c]	-1000	1000	0
744	Imidazole Acetaldeyde Dehydrogenase	IMACTD	[c] : h2o + im4act + nad --> (2) h + im4ac + nadh	0	1000	0
745	IMP Cyclohydrolase	IMPC	[c] : h2o + imp <==> fprica	-1000	1000	0
746	IMP Dehydrogenase	IMPD	[c] : h2o + imp + nad --> h + nadh + xmp	0	1000	0
747	Indole transport via proton symport, reversible	INDOLEt2r	h[e] + indole[e] <==> h[c] + indole[c]	-1000	1000	0
748	Inosine Transport in via Proton Symport, Reversible	INSt2	h[e] + ins[e] <==> h[c] + ins[c]	-1000	1000	0
749	13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase	IPDCOATA	[c] : 13mmyrsACP + coa <==> ACP + ipdcoa	-1000	1000	0
750	isopentadecanoyl-Diacylglycerol kinase	IPDGK	[c] : 12dipdglyc + atp --> adp + h + pai15	0	1000	0
751	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	IPDPS	[c] : h2mb4p + h + nadh --> h2o + ipdp + nad	0	1000	0
752	isopentenyl-diphosphateNAD(P)+ oxidoreductase	IPDPS2	[c] : h2mb4p + h + nadph --> h2o + ipdp + nadp	0	1000	0
753	isethionate transport via ABC system	ISETACabc	atp[c] + h2o[c] + isetac[e] --> adp[c] + h[c] + isetac[c] + pi[c]	0	1000	0
754	Isobutyrate transport via proton symport	ISOBUTt2r	h[e] + isobut[e] <==> h[c] + isobut[c]	-1000	1000	0
755	Isocaproate transport via proton symport	ISOCAPRt2r	h[e] + isocapr[e] <==> h[c] + isocapr[c]	-1000	1000	0
756	Isovalerate transport via proton symport	ISOVALt2r	h[e] + isoval[e] <==> h[c] + isoval[c]	-1000	1000	0
757	12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase	ITDCOATA	[c] : 12mtridecACP + coa <==> ACP + itdcoa	-1000	1000	0
758	isotetradecanoyl-Diacylglycerol kinase	ITDGK	[c] : 12ditdglyc + atp --> adp + h + pai14	0	1000	0
759	3-methylbutanoyl-CoA[acyl-carrier-protein] transferase	IVCOATA	[c] : ACP + ivcoa <==> 3mbutACP + coa	-1000	1000	0
760	Imidazolonepropionase	IZPN	[c] : 4izp + h2o --> forglu + h	0	1000	0
761	beta-ketoacyl-ACP synthase	KAS14	[c] : acACP + h + malACP --> ACP + actACP + co2	0	1000	0
762	3-hydroxy-palmetoyl-ACP synthesis	KAS_HP	[c] : (2) h + malACP + myrsACP + nadph --> 3hpalmACP + ACP + co2 + nadp	0	1000	0
763	3-deoxy-manno-octulosonate cytidylyltransferase	KDOCT2	[c] : ctp + kdo --> ckdo + ppi	0	1000	0
764	potassium transport via uniport reversible (facilitated diffusion)	Kt1r	k[e] <==> k[c]	-1000	1000	0
765	potassium proton antiporter irreversible	Kt3	h[e] + k[c] --> h[c] + k[e]	0	1000	0
766	L-2-Amino-6-oxopimelate conversion to 2,3,4,5-Tetrahydrodipicolinate (spontaneous)	L2A6ODs	[c] : l2a6o --> h2o + h + thdp	0	1000	0
767	S lactate acetaldehyde lyase formate forming, irreversible	LACLi	[c] : lac_L --> acald + for	0	1000	0
768	L-arogenate:2-oxoglutarate aminotransferase	LARGNAT	[c] : Largn + oaa <==> asp_L + pphn	-1000	1000	0
769	3-Sulfoalanine Carboxy-Lyase	LCYSTCBOXL	[c] : Lcyst + h --> co2 + taur	0	1000	0
770	L-cysteate transport via ABC system	LCYSTabc	Lcyst[e] + atp[c] + h2o[c] --> Lcyst[c] + adp[c] + h[c] + pi[c]	0	1000	0
771	D-Lactate Dehydrogenase	LDH_D	[c] : lac_D + nad <==> h + nadh + pyr	-1000	1000	0
772	D-lactate dehydrogenase	LDH_D2	[c] : lac_D + q8 --> pyr + q8h2	0	1000	0
773	L-Lactate Dehydrogenase	LDH_L	[c] : lac_L + nad <==> h + nadh + pyr	-1000	1000	0
774	Leucine oxidation by gut bacteria	LEUO	[c] : (2) h2o + (3) leu_L --> co2 + (2) isocapr + isoval + (3) nh4	0	1000	0
775	L-leucine reversible transport via proton symport	LEUt2r	h[e] + leu_L[e] <==> h[c] + leu_L[c]	-1000	1000	0
776	Lactoylglutathione Lyase	LGTHL	[c] : gthrd + mthgxl --> lgt_S	0	1000	0
777	L-leucine:NAD+ oxidoreductase(deaminating)	LLEUDr	[c] : h2o + leu_L + nad <==> 4mop + h + nadh + nh4	-1000	1000	0
778	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0)	LPLIPAL1A120	[c] : 1ddecg3p + h2o --> ddca + glyc3p + h	0	1000	0
779	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0)	LPLIPAL1A140	[c] : 1tdecg3p + h2o --> glyc3p + h + ttdca	0	1000	0
780	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1)	LPLIPAL1A141	[c] : 1tdec7eg3p + h2o --> glyc3p + h + ttdcea	0	1000	0
781	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0)	LPLIPAL1A160	[c] : 1hdecg3p + h2o --> glyc3p + h + hdca	0	1000	0
782	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1)	LPLIPAL1A161	[c] : 1hdec9eg3p + h2o --> glyc3p + h + hdcea	0	1000	0
783	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0)	LPLIPAL1A180	[c] : 1odecg3p + h2o --> glyc3p + h + ocdca	0	1000	0
784	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1)	LPLIPAL1A181	[c] : 1odec11eg3p + h2o --> glyc3p + h + ocdcea	0	1000	0
785	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0)	LPLIPAL1E120	[c] : 1agpe120 + h2o --> ddca + g3pe + h	0	1000	0
786	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0)	LPLIPAL1E140	[c] : 1agpe140 + h2o --> g3pe + h + ttdca	0	1000	0
787	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1)	LPLIPAL1E141	[c] : 1agpe141 + h2o --> g3pe + h + ttdcea	0	1000	0
788	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0)	LPLIPAL1E160	[c] : 1agpe160 + h2o --> g3pe + h + hdca	0	1000	0
789	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1)	LPLIPAL1E161	[c] : 1agpe161 + h2o --> g3pe + h + hdcea	0	1000	0
790	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0)	LPLIPAL1E180	[c] : 1agpe180 + h2o --> g3pe + h + ocdca	0	1000	0
791	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1)	LPLIPAL1E181	[c] : 1agpe181 + h2o --> g3pe + h + ocdcea	0	1000	0
792	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0)	LPLIPAL1G120	[c] : 1agpg120 + h2o --> ddca + g3pg + h	0	1000	0
793	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0)	LPLIPAL1G140	[c] : 1agpg140 + h2o --> g3pg + h + ttdca	0	1000	0
794	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1)	LPLIPAL1G141	[c] : 1agpg141 + h2o --> g3pg + h + ttdcea	0	1000	0
795	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0)	LPLIPAL1G160	[c] : 1agpg160 + h2o --> g3pg + h + hdca	0	1000	0
796	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1)	LPLIPAL1G161	[c] : 1agpg161 + h2o --> g3pg + h + hdcea	0	1000	0
797	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0)	LPLIPAL1G180	[c] : 1agpg180 + h2o --> g3pg + h + ocdca	0	1000	0
798	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1)	LPLIPAL1G181	[c] : 1agpg181 + h2o --> g3pg + h + ocdcea	0	1000	0
799	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	LPLIPAL2A120	[c] : 2ddecg3p + h2o --> ddca + glyc3p + (2) h	0	1000	0
800	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	LPLIPAL2A140	[c] : 2tdecg3p + h2o --> glyc3p + (2) h + ttdca	0	1000	0
801	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	LPLIPAL2A141	[c] : 2tdec7eg3p + h2o --> glyc3p + (2) h + ttdcea	0	1000	0
802	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	LPLIPAL2A160	[c] : 2hdecg3p + h2o --> glyc3p + (2) h + hdca	0	1000	0
803	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	LPLIPAL2A161	[c] : 2hdec9eg3p + h2o --> glyc3p + (2) h + hdcea	0	1000	0
804	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	LPLIPAL2A180	[c] : 2odecg3p + h2o --> glyc3p + (2) h + ocdca	0	1000	0
805	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	LPLIPAL2A181	[c] : 2odec11eg3p + h2o --> glyc3p + (2) h + ocdcea	0	1000	0
806	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	LPLIPAL2E120	[c] : 2agpe120 + h2o --> ddca + g3pe + h	0	1000	0
807	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	LPLIPAL2E140	[c] : 2agpe140 + h2o --> g3pe + h + ttdca	0	1000	0
808	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	LPLIPAL2E141	[c] : 2agpe141 + h2o --> g3pe + h + ttdcea	0	1000	0
809	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	LPLIPAL2E160	[c] : 2agpe160 + h2o --> g3pe + h + hdca	0	1000	0
810	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	LPLIPAL2E161	[c] : 2agpe161 + h2o --> g3pe + h + hdcea	0	1000	0
811	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	LPLIPAL2E180	[c] : 2agpe180 + h2o --> g3pe + h + ocdca	0	1000	0
812	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	LPLIPAL2E181	[c] : 2agpe181 + h2o --> g3pe + h + ocdcea	0	1000	0
813	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	LPLIPAL2G120	[c] : 2agpg120 + h2o --> ddca + g3pg + h	0	1000	0
814	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	LPLIPAL2G140	[c] : 2agpg140 + h2o --> g3pg + h + ttdca	0	1000	0
815	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	LPLIPAL2G141	[c] : 2agpg141 + h2o --> g3pg + h + ttdcea	0	1000	0
816	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	LPLIPAL2G160	[c] : 2agpg160 + h2o --> g3pg + h + hdca	0	1000	0
817	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	LPLIPAL2G161	[c] : 2agpg161 + h2o --> g3pg + h + hdcea	0	1000	0
818	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	LPLIPAL2G180	[c] : 2agpg180 + h2o --> g3pg + h + ocdca	0	1000	0
819	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	LPLIPAL2G181	[c] : 2agpg181 + h2o --> g3pg + h + ocdcea	0	1000	0
820	Lysine 2,3-aminomutase (EC 5.4.3.2)	LYSAM	[c] : lys_L <==> 36dahx	-1000	1000	0
821	lysine decarboxylase	LYSDC	[c] : h + lys_L --> 15dap + co2	0	1000	0
822	L-lysine reversible transport via proton symport	LYSt2r	h[e] + lys_L[e] <==> h[c] + lys_L[c]	-1000	1000	0
823	ile-L[c]:nad[c]+ oxidoreductase(deaminating)	L_ILE3MR	[c] : h2o + ile_L + nad <==> 3mop + h + nadh + nh4	-1000	1000	0
824	L-Lactate dehydrogenase, irreversible	L_LACD	[c] : (2) ficytC + lac_L --> (2) focytC + (2) h + pyr	0	1000	0
825	L-Lactate dehydrogenase (ubiquinone)	L_LACD2	[c] : lac_L + q8 --> pyr + q8h2	0	1000	0
826	L-Lactate dehydrogenase (menaquinone)	L_LACD3	[c] : lac_L + mqn8 --> mql8 + pyr	0	1000	0
827	L-Lactate Reversible Transport via Proton Symport	L_LACt2r	h[e] + lac_L[e] <==> h[c] + lac_L[c]	-1000	1000	0
828	mannitol-1-phosphate 5-dehydrogenase	M1PD	[c] : mnl1p + nad <==> f6p + h + nadh	-1000	1000	0
829	beta-glucosidase (methyl-alpha-D-glucoside)	MADGBG	[c] : h2o + madg <==> glc_D + meoh	-1000	1000	0
830	Malonyl CoA pyruvate carboxytransferase	MALCOAPYRCT	[c] : malcoa + pyr <==> accoa + oaa	-1000	1000	0
831	Alpha-Glucosidase	MALT	[c] : h2o + malt --> (2) glc_D	0	1000	0
832	maltose-6-phosphate hydrolase	MALT6PH	[c] : h2o + malt6p --> g6p + glc_D	0	1000	0
833	maltose O-acetyltransferase	MALTATr	[c] : accoa + malt <==> acmalt + coa	-1000	1000	0
834	maltose transport via ABC system	MALTabc	atp[c] + h2o[c] + malt[e] --> adp[c] + h[c] + malt[c] + pi[c]	0	1000	0
835	maltose transport via PEP:Pyr PTS	MALTpts	malt[e] + pep[c] --> malt6p[c] + pyr[c]	0	1000	0
836	Mannose-1-Phosphate Guanylyltransferase (GDP)	MAN1PT2	[c] : gdp + h + man1p --> gdpmann + pi	0	1000	0
837	Mannose-6-Phosphate Isomerase	MAN6PI	[c] : man6p <==> f6p	-1000	1000	0
838	mannose transport via ABC transporter	MANabc	atp[c] + h2o[c] + man[e] --> adp[c] + h[c] + man[c] + pi[c]	0	1000	0
839	D-mannose transport via PEP:Pyr PTS	MANpts	man[e] + pep[c] --> man6p[c] + pyr[c]	0	1000	0
840	beta-glucosidase	MBDGBG	[c] : h2o + mbdg <==> glc_D + meoh	-1000	1000	0
841	3-Mercaptolactate:NAD+ Oxidoreductase	MCLOR	[c] : mercplac + nad <==> h + mercppyr + nadh	-1000	1000	0
842	Malonyl Coenzyme A-Acp Transacylase	MCOATA	[c] : ACP + malcoa <==> coa + malACP	-1000	1000	0
843	3-Mercaptopyruvate Sulfurtransferase	MCPST	[c] : cyan + mercppyr --> h + pyr + tcynt	0	1000	0
844	Malate Dehydrogenase	MDH	[c] : mal_L + nad <==> h + nadh + oaa	-1000	1000	0
845	Malic Enzyme (NADP)	ME2	[c] : mal_L + nadp --> co2 + nadph + pyr	0	1000	0
846	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	MECDPDH2	[c] : 2mecdp + nadh --> h2mb4p + h2o + nad	0	1000	0
847	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	MECDPS	[c] : 2p4c2me --> 2mecdp + cmp	0	1000	0
848	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	MEPCT	[c] : 2me4p + ctp + h --> 4c2me + ppi	0	1000	0
849	Hydrolysis of L-methionyl-L-alanine	METALA1c	[c] : h2o + metala <==> ala_L + met_L	-1000	1000	0
850	L-methionyl-L-alanine transport via ABC system	METALAabc	atp[c] + h2o[c] + metala[e] --> adp[c] + h[c] + metala[c] + pi[c]	0	1000	0
851	Methionine Adenosyltransferase	METAT	[c] : atp + h2o + met_L --> amet + pi + ppi	0	1000	0
852	O-Acetyl-L-homoserine succinate-lyase (adding cysteine)	METB1	[c] : achms + cys_L --> ac + cyst_L + h	0	1000	0
853	methylenetetrahydrofolate reductase NADPH2	METFR	[c] : 5mthf + nadp <==> (2) h + mlthf + nadph	-1000	1000	0
854	L-methionine reversible transport via proton symport	METt2r	h[e] + met_L[e] <==> h[c] + met_L[c]	-1000	1000	0
855	Mevalonate Kinase (ATP) Cytosol	MEVK1c	[c] : atp + mev_R --> 5pmev + adp + h	0	1000	0
856	magnesium transport via ABC system	MG2abc	atp[c] + h2o[c] + mg2[e] --> adp[c] + h[c] + mg2[c] + pi[c]	0	1000	0
857	Methylglyoxal Synthase	MGSA	[c] : dhap --> mthgxl + pi	0	1000	0
858	magnesium transport in/out via permease (no H+)	MGt5	mg2[c] <==> mg2[e]	-1000	1000	0
859	Menaquinone secretion (menaquinone 7)	MK7te	mqn7[e] --> mqn7[c]	0	1000	0
860	(S)-Methylmalonyl-CoA hydrolase	MMCOAH	[c] : h2o + mmcoa_S --> HC00900 + coa + h	0	1000	0
861	methylmalonyl-CoA epimerase	MME	[c] : mmcoa_R <==> mmcoa_S	-1000	1000	0
862	Methylmalonyl-CoA mutase	MMM2r	[c] : succoa <==> mmcoa_R	-1000	1000	0
863	3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)	MMSAD5	[c] : coa + msa + nadp <==> h + malcoa + nadph	-1000	1000	0
864	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)	MMTSAO	[c] : coa + mmtsa + nad --> co2 + nadh + ppcoa	0	1000	0
865	mannitol transport via PEP:Pyr PTS	MNLpts	mnl[e] + pep[c] --> mnl1p[c] + pyr[c]	0	1000	0
866	manganese transport in via proton symport	MNt2	h[e] + mn2[e] --> h[c] + mn2[c]	0	1000	0
867	3-methyl-2-oxobutanoate hydroxymethyltransferase	MOHMT	[c] : 3mob + h2o + mlthf --> 2dhp + thf	0	1000	0
868	MOPS transport via ABC system	MOPSabc	atp[c] + h2o[c] + mops[e] --> adp[c] + h[c] + mops[c] + pi[c]	0	1000	0
